-0.35657   ,-0.28941  ,-0.14641   ,0.35874   ,0.74433   ,0.3878     ,-1.2261   ,-1.1996   ,-0.85901   ,-1.6981   ,-1.3046    ,-1.164     ,-1.2018   ,-1.503     ,-1.4936    ,-1.1803    ,-0.86112  ,-0.45534   ,1.7856    ,1.6217    ,0.47373    ,0.62607   ,0.49979    ,0.1822    ,-1.2614   ,-0.90315   ,-0.44222  ,-0.020284  ,0.41263    ,-0.38742  ,-1.2413   ,-1.2146   ,-0.87012   ,-1.9715    ,-1.6355   ,-1.6291   ,0.31282    ,0.37959    ,0.21401   ,0.64898   ,0.8713     ,0.25863   ,2.1451     ,2.8211     ,2.3689    ,0.64563    ,0.95976   ,0.56569   ,0.98379    ,1.542     ,1.5155     ,1.1147    ,1.6918     ,1.0324
-0.47309   ,-0.45465  ,-0.27041   ,0.20498   ,0.48984   ,0.18676    ,-1.1738   ,-1.1265   ,-0.79934   ,-1.5811   ,-1.1216    ,-0.92182   ,-1.1396   ,-1.3664    ,-1.2796    ,-1.2204    ,-0.95355  ,-0.62146   ,0.77747   ,0.77637   ,0.23718    ,0.89475   ,0.84419    ,0.20498   ,-0.93926  ,-0.69497   ,-0.41898  ,0.48462    ,0.34268    ,-0.50146  ,-1.2216   ,-1.1916   ,-0.84859   ,-1.9396    ,-1.5876   ,-1.6015   ,-0.15856   ,-0.15574   ,-0.062977 ,0.048685  ,-0.016903  ,-0.34982  ,1.8106     ,2.3831     ,1.9472    ,0.87521    ,1.1566    ,0.73369   ,0.64345    ,1.0948    ,1.1741     ,1.1692    ,1.7466     ,1.1293
-0.50471   ,-0.47585  ,-0.26197   ,0.055691  ,0.32531   ,0.039645   ,-1.1216   ,-1.0677   ,-0.67155   ,-1.6112   ,-1.2342    ,-1.1098    ,-1.049    ,-1.1847    ,-0.92224   ,-1.2761    ,-1.079    ,-0.84673   ,0.34295   ,0.39334   ,0.18843    ,0.71427   ,0.80632    ,0.18162   ,-0.62717  ,-0.41747   ,-0.30125  ,0.83641    ,0.56645    ,-0.35488  ,-1.1865   ,-1.1345   ,-0.74057   ,-1.8891    ,-1.5476   ,-1.5357   ,-0.39846   ,-0.32699   ,-0.095055 ,-0.35863  ,-0.2397    ,-0.48478  ,1.3916     ,1.7353     ,1.3455    ,0.97502    ,1.2895    ,0.92066   ,0.79236    ,1.2189    ,1.2435     ,1.2034    ,1.7725     ,1.1813
-0.27127   ,-0.18418  ,-0.073367  ,0.25226   ,0.56045   ,0.23171    ,-1.1182   ,-1.0362   ,-0.58341   ,-1.7794   ,-1.4632    ,-1.3647    ,-1.0029   ,-1.0813    ,-0.75175   ,-1.343     ,-1.1557   ,-0.9766    ,0.60204   ,0.69932   ,0.28409    ,0.80911   ,0.90809    ,0.28161   ,-0.62745  ,-0.38996   ,-0.23524  ,0.81078    ,0.59278    ,-0.3514   ,-1.1567   ,-1.0823   ,-0.63137   ,-1.9428    ,-1.6098   ,-1.5818   ,-0.35234   ,-0.2874    ,-0.062959 ,-0.2911   ,-0.20562   ,-0.4643   ,1.5874     ,1.8961     ,1.3756    ,0.74013    ,0.92049   ,0.74666   ,0.91223    ,1.3647    ,1.2579     ,1.2864    ,1.8878     ,1.3954
-0.32095   ,-0.23618  ,-0.07329   ,0.057384  ,0.32886   ,-0.0027959 ,-1.1078   ,-1.0407   ,-0.57217   ,-1.8644   ,-1.5686    ,-1.5359    ,-0.92801  ,-0.97191   ,-0.52098   ,-1.3534    ,-1.195    ,-1.1022    ,0.59021   ,0.77119   ,0.37701    ,0.83617   ,1.0434     ,0.40305   ,-0.8396   ,-0.51516   ,-0.22605  ,0.56961    ,0.61419    ,-0.27958  ,-1.1332   ,-1.0368   ,-0.56191   ,-1.9357    ,-1.5895   ,-1.5557   ,-0.44301   ,-0.36178   ,-0.060567 ,-0.45685  ,-0.37745   ,-0.71006  ,1.6197     ,1.7573     ,1.1113    ,0.64377    ,0.76862   ,0.71488   ,0.85232    ,1.3142    ,1.2536     ,1.2586    ,1.8684     ,1.3341
-0.2849    ,-0.16763  ,-0.022097  ,0.01898   ,0.28823   ,-0.040105  ,-1.1378   ,-1.047    ,-0.59771   ,-1.9195   ,-1.6693    ,-1.6563    ,-0.99588  ,-1.0783    ,-0.80373   ,-1.208     ,-0.93185  ,-0.57767   ,0.48928   ,0.64831   ,0.34013    ,0.7772    ,0.99444    ,0.371     ,-0.80807  ,-0.44907   ,-0.14561  ,0.57383    ,0.73754    ,-0.13352  ,-1.1326   ,-1.0146   ,-0.52694   ,-1.9401    ,-1.5626   ,-1.5217   ,-0.52562   ,-0.41351   ,-0.038301 ,-0.64125  ,-0.57798   ,-0.75749  ,1.4307     ,1.4336     ,0.77095   ,0.84239    ,1.0341    ,1.006     ,0.42324    ,0.73702   ,0.68179    ,1.1474    ,1.9379     ,1.9454
-0.04086   ,0.11725   ,0.17099    ,0.15491   ,0.43758   ,0.080489   ,-1.1038   ,-1.0225   ,-0.56073   ,-1.9163   ,-1.6629    ,-1.6701    ,-0.92438  ,-0.94878   ,-0.51048   ,-1.318     ,-1.1417   ,-0.95074   ,0.27804   ,0.42668   ,0.2577     ,0.63158   ,0.81259    ,0.22037   ,-0.37102  ,0.025171   ,0.17427   ,0.81126    ,1.0191     ,0.15159   ,-1.1027   ,-1.0001   ,-0.51479   ,-1.7352    ,-1.3699   ,-1.3924   ,-0.56859   ,-0.46221   ,0.0005578 ,-0.91202  ,-0.87505   ,-0.94098  ,1.2593     ,1.1394     ,0.42991   ,0.74488    ,0.59259   ,0.33755   ,0.5157     ,0.5827    ,0.15546    ,1.453     ,2.7488     ,3.6578
0.26507    ,0.44325   ,0.31683    ,0.36568   ,0.6289    ,0.20892    ,-1.0112   ,-0.9081   ,-0.46436   ,-1.4106   ,-1.0108    ,-1.0897    ,-0.83044  ,-0.76654   ,-0.22348   ,-1.423     ,-1.3319   ,-1.318     ,-0.3052   ,-0.18288  ,0.063524   ,-0.047244 ,-0.018968  ,-0.44013  ,0.056525  ,0.4968     ,0.48084   ,0.71696    ,1.0292     ,0.29286   ,-1.0746   ,-0.90214  ,-0.40033   ,-1.6061    ,-1.2123   ,-1.2622   ,-0.6214    ,-0.47056   ,0.031936  ,-1.1367   ,-1.1447    ,-1.0521   ,1.2583     ,1.0597     ,0.26817   ,0.674      ,0.22074   ,-0.094354 ,0.90471    ,1.1006    ,0.77498    ,1.2778    ,2.259      ,2.74
0.09702    ,0.26277   ,0.23795    ,0.17381   ,0.40408   ,0.0021889  ,-1.0264   ,-0.92074  ,-0.44465   ,-1.7824   ,-1.5088    ,-1.4874    ,-0.79545  ,-0.72265   ,-0.14982   ,-1.4155    ,-1.3426   ,-1.3218    ,-0.2584   ,-0.13861  ,0.082143   ,0.00076996,0.020815   ,-0.35004  ,-0.2264   ,0.2719     ,0.39973   ,0.71709    ,1.135      ,0.2905    ,-1.078    ,-0.91783  ,-0.35572   ,-1.8349    ,-1.4503   ,-1.4307   ,-0.63528   ,-0.51584   ,0.0047523 ,-1.1342   ,-1.1207    ,-1.0337   ,1.3533     ,0.97261    ,0.15755   ,0.78384    ,0.1889    ,-0.13026  ,0.3583     ,0.39275   ,0.13786    ,0.94383   ,1.8515     ,2.5738
0.16664    ,0.39366   ,0.34049    ,0.05626   ,0.28935   ,-0.092716  ,-0.9196   ,-0.76659  ,-0.36327   ,-1.1154   ,-0.69295   ,-0.87915   ,-0.78231  ,-0.66743   ,-0.087611  ,-1.4131    ,-1.3549   ,-1.3408    ,-0.64727  ,-0.53457  ,-0.033053  ,-0.83904  ,-0.98071   ,-1.0885   ,0.18976   ,0.66355    ,0.60865   ,0.61113    ,1.0755     ,0.40137   ,-0.85432  ,-0.62823  ,-0.12395   ,-0.87149   ,-0.44824  ,-0.67336  ,-0.68132   ,-0.54632   ,-0.027694 ,-1.029    ,-0.97152   ,-0.82575  ,0.37054    ,0.15405    ,-0.11008  ,0.72589    ,0.041259  ,-0.73172  ,1.9572     ,1.5757    ,0.65126    ,0.59475   ,0.86288    ,1.3025
