0.51011   ,0.014122  ,0         ,0         ,9.1466e-05,0.0011891 ,0.13875   ,0.13852   ,0.062508  ,0.13471
0.46937   ,0.0082563 ,0         ,0         ,0         ,0         ,0.18257   ,0.15504   ,0.079268  ,0.10549
0.38497   ,0.0049867 ,0         ,0         ,1.8469e-05,0.0032321 ,0.20638   ,0.19589   ,0.078919  ,0.12561
0.39133   ,0.010487  ,0         ,0         ,0         ,0.0001461 ,0.22843   ,0.15505   ,0.071055  ,0.14351
0.46843   ,0.0073856 ,0         ,0         ,0         ,0.00056223,0.2076    ,0.16928   ,0.054281  ,0.092461
0.48187   ,0.017987  ,0         ,0         ,0         ,0.00033879,0.19941   ,0.15168   ,0.047523  ,0.10119
0.47871   ,0.0054623 ,0         ,0         ,0         ,0.00011045,0.22284   ,0.14825   ,0.060347  ,0.084285
0.46092   ,0.0053451 ,0         ,0         ,8.2514e-05,9.1683e-05,0.22347   ,0.15393   ,0.056917  ,0.099246
0.43791   ,0.0058727 ,0         ,0         ,0         ,0.00031057,0.25735   ,0.15089   ,0.050953  ,0.096711
0.43378   ,0.0038842 ,0         ,0         ,9.2482e-06,0.00060113,0.24673   ,0.13637   ,0.051836  ,0.12678
0.37793   ,0.012442  ,0.00017356,0         ,0.00037453,0.0030876 ,0.28328   ,0.15515   ,0.06029   ,0.10727
0.44084   ,0.0082786 ,0         ,0         ,0         ,0.0016752 ,0.27155   ,0.15107   ,0.040215  ,0.08637
0.45523   ,0.0053426 ,0         ,0         ,0         ,0.00063387,0.30098   ,0.12359   ,0.044066  ,0.070162
0.44207   ,0.0063165 ,7.1697e-05,2.8679e-05,0.0001649 ,0.00078867,0.30013   ,0.12163   ,0.041692  ,0.087112
0.43105   ,0.010977  ,6.5686e-05,6.5686e-05,0.00017516,0.00064226,0.32017   ,0.12247   ,0.04055   ,0.073831
0.44459   ,0.005016  ,0         ,0         ,0         ,2.3586e-05,0.32127   ,0.11314   ,0.037895  ,0.078062
0.43334   ,0.010347  ,0         ,0         ,0         ,0.00040623,0.34152   ,0.10531   ,0.03797   ,0.071108
0.44475   ,0.0078772 ,0         ,0         ,0         ,8.9885e-05,0.34096   ,0.093235  ,0.037441  ,0.07565
0.43595   ,0.0085064 ,2.3739e-05,0         ,0.00013452,0.00030069,0.3521    ,0.10799   ,0.031367  ,0.063628
0.44523   ,0.0051179 ,0         ,0         ,0         ,6.7563e-05,0.32814   ,0.10861   ,0.040259  ,0.07258
0.45314   ,0.0052308 ,0         ,0         ,0         ,0.00062835,0.33443   ,0.10756   ,0.033865  ,0.065152
0.47218   ,0.0032275 ,0         ,0         ,4.3419e-05,0.00047037,0.30448   ,0.11059   ,0.041125  ,0.067886
0.44675   ,0.0052113 ,0         ,0         ,0         ,0.0011296 ,0.33889   ,0.10223   ,0.038836  ,0.066949
0.45067   ,0.0079708 ,8.0028e-06,0         ,8.0028e-06,0.00064823,0.33627   ,0.099267  ,0.035693  ,0.069464
0.46183   ,0.0028329 ,0         ,0         ,0         ,0.00022264,0.34448   ,0.10981   ,0.029396  ,0.051437
0.41811   ,0.0030586 ,0         ,0         ,0         ,2.3055e-05,0.36859   ,0.094817  ,0.033283  ,0.082121
0.43194   ,0.011898  ,0         ,0         ,0         ,0.00053467,0.36187   ,0.099639  ,0.021794  ,0.072323
0.50731   ,0.0091622 ,0         ,0         ,0         ,0.00033868,0.31627   ,0.061551  ,0.029376  ,0.075998
0.53451   ,0.010453  ,0         ,0         ,3.8744e-05,0.00020147,0.28602   ,0.074141  ,0.02912   ,0.065508
0.53657   ,0.0032762 ,0         ,0         ,0         ,9.6595e-05,0.2882    ,0.070514  ,0.024889  ,0.076455
0.50426   ,0.010049  ,7.2763e-06,0         ,2.9105e-05,0.0002765 ,0.31777   ,0.078228  ,0.02813   ,0.061245
0.51876   ,0.0035377 ,0         ,0         ,0         ,0         ,0.2696    ,0.10154   ,0.030806  ,0.075756
0.50969   ,0.02016   ,0         ,0         ,0         ,0.0004557 ,0.25926   ,0.10889   ,0.026601  ,0.074939
0.47281   ,0.0055603 ,0         ,0         ,0         ,0.00026075,0.27969   ,0.10791   ,0.03296   ,0.10081
0.54243   ,0.011988  ,0         ,0         ,0         ,0.00073628,0.2212    ,0.10182   ,0.034759  ,0.087065
0.47226   ,0.0046852 ,0         ,0         ,0         ,5.3141e-05,0.26414   ,0.11026   ,0.036224  ,0.11237
0.49741   ,0.010782  ,0         ,0         ,0         ,0.00071824,0.27477   ,0.10793   ,0.030893  ,0.077499
0.53239   ,0.01429   ,0         ,0         ,0         ,0.0002951 ,0.23357   ,0.1279    ,0.031245  ,0.060308
0.50306   ,0.0044415 ,0         ,0         ,0         ,0.00012411,0.26079   ,0.1149    ,0.037482  ,0.079202
0.50602   ,0.013258  ,0         ,0         ,0         ,0.00073653,0.24508   ,0.12715   ,0.040331  ,0.067421
0.4629    ,0.0083345 ,0         ,0         ,0         ,0.00051233,0.16439   ,0.23865   ,0.045167  ,0.080042
0.43346   ,0.014637  ,0         ,0         ,0.00025097,0.00013763,0.16008   ,0.26878   ,0.054589  ,0.068069
0.3712    ,0.0076192 ,0         ,0         ,0         ,6.5201e-05,0.15988   ,0.30742   ,0.070641  ,0.083169
0.35138   ,0.0051126 ,0         ,0         ,5.3367e-05,0         ,0.16344   ,0.32319   ,0.084129  ,0.072687
0.37805   ,0.0091657 ,9.7197e-06,0         ,2.9159e-05,0         ,0.15337   ,0.31616   ,0.068913  ,0.074307
0.38192   ,0.011039  ,0         ,0         ,0         ,0         ,0.13601   ,0.30768   ,0.087099  ,0.076251
0.37639   ,0.0042433 ,0         ,0         ,0         ,2.8479e-05,0.15295   ,0.29885   ,0.11167   ,0.055866
0.34995   ,0.0097897 ,0         ,0         ,0         ,0.00017361,0.15266   ,0.30958   ,0.1108    ,0.067043
0.32846   ,0.0089657 ,0         ,0         ,1.0018e-05,0.00039068,0.16839   ,0.29521   ,0.12985   ,0.06872
0.37704   ,0.0076605 ,0         ,0         ,0         ,0.00035386,0.12059   ,0.29598   ,0.12921   ,0.069174
0.4361    ,0.0077686 ,0         ,0         ,0         ,0         ,0.099071  ,0.26346   ,0.1191    ,0.074512
0.43448   ,0.0071286 ,0         ,0         ,0         ,0         ,0.085708  ,0.27301   ,0.13505   ,0.06463
0.42217   ,0.021472  ,0         ,0         ,0         ,0.00028485,0.11085   ,0.29553   ,0.086732  ,0.062971
0.38474   ,0.0093415 ,0         ,0         ,0         ,0.00064384,0.094317  ,0.30559   ,0.12743   ,0.07794
0.45138   ,0.019345  ,0         ,0         ,0.00011419,0.00022839,0.067854  ,0.25854   ,0.14034   ,0.062202
0.37391   ,0.0065201 ,0         ,0         ,0         ,0.00020605,0.072501  ,0.25992   ,0.20242   ,0.084525
0.38035   ,0.012632  ,2.5913e-05,7.7738e-05,0.00028504,0.0010495 ,0.073851  ,0.29354   ,0.16194   ,0.076248
0.28527   ,0.0060074 ,0         ,0         ,0         ,0         ,0.12419   ,0.31592   ,0.19907   ,0.069537
0.28199   ,0.012429  ,1.3903e-05,0         ,0.00018074,0.0004866 ,0.15211   ,0.33011   ,0.15935   ,0.063327
0.2697    ,0.0094784 ,0         ,0         ,0         ,0.00048439,0.1545    ,0.31871   ,0.16794   ,0.079192
0.32057   ,0.008904  ,0         ,0         ,0         ,0.00029723,0.14771   ,0.32476   ,0.13571   ,0.062057
0.32791   ,0.011928  ,0         ,0         ,0         ,0.00058159,0.14931   ,0.32225   ,0.12462   ,0.063405
0.31903   ,0.013634  ,0         ,0         ,0         ,0.00013849,0.12392   ,0.34717   ,0.11881   ,0.077295
0.26801   ,0.0054555 ,0         ,0         ,0.00018035,0.00033064,0.13706   ,0.35027   ,0.15005   ,0.088641
0.34002   ,0.0096123 ,0         ,0         ,4.898e-05 ,0.00034286,0.14733   ,0.30382   ,0.12339   ,0.075429
0.26841   ,0.0031868 ,0         ,0         ,0         ,0.00026099,0.16609   ,0.3318    ,0.15996   ,0.070302
0.26962   ,0.0073475 ,0.00015829,0         ,7.9147e-05,0.00023744,0.20002   ,0.32639   ,0.1277    ,0.068449
0.3007    ,0.012503  ,0         ,0         ,0         ,0.00021318,0.17368   ,0.27329   ,0.15703   ,0.082589
0.29431   ,0.014827  ,0         ,0         ,2.6934e-05,0.00018854,0.18878   ,0.29219   ,0.1422    ,0.067483
0.3304    ,0.0082639 ,0         ,0         ,0         ,0.00013098,0.15395   ,0.29035   ,0.15332   ,0.063575
0.27337   ,0.012192  ,2.6106e-05,0         ,0         ,0.00030022,0.17609   ,0.37387   ,0.096998  ,0.067158
0.28458   ,0.002928  ,0         ,0         ,0         ,5.7637e-05,0.20183   ,0.32239   ,0.11595   ,0.072265
0.31171   ,0.0080928 ,0         ,0         ,0         ,0.00075969,0.21138   ,0.30909   ,0.081719  ,0.077245
0.3208    ,0.0055781 ,0         ,0         ,0.00034215,0.00017626,0.23798   ,0.27615   ,0.08728   ,0.071686
0.33104   ,0.0084706 ,0         ,0         ,0         ,0.00083108,0.26916   ,0.25896   ,0.083097  ,0.048448
0.33087   ,0.0077368 ,0         ,0         ,0         ,0.00032237,0.25716   ,0.28047   ,0.070184  ,0.053259
0.34563   ,0.0061326 ,0         ,0         ,0         ,0.0017319 ,0.27448   ,0.25527   ,0.075824  ,0.040924
0.34871   ,0.0081743 ,0         ,0         ,0         ,0.00097989,0.2228    ,0.28867   ,0.077875  ,0.052798
0.33962   ,0.014318  ,0         ,0         ,0         ,0.0002093 ,0.25362   ,0.30061   ,0.045331  ,0.046292
0.31542   ,0.0062235 ,0         ,0         ,0         ,0.00037028,0.25988   ,0.31733   ,0.050799  ,0.049987
0.40187   ,0.0087614 ,0         ,0         ,1.3733e-05,0.00032958,0.25342   ,0.23947   ,0.052733  ,0.043395
0.36786   ,0.0040512 ,0         ,0         ,0.00013883,0.00034075,0.24799   ,0.27811   ,0.049485  ,0.052022
0.35969   ,0.0059944 ,0         ,0         ,0         ,0         ,0.2833    ,0.25847   ,0.039415  ,0.053128
0.41901   ,0.0044547 ,0         ,0         ,0         ,0.00028325,0.25603   ,0.24009   ,0.032483  ,0.04765
0.37454   ,0.011996  ,0         ,0         ,0         ,0.00066151,0.29924   ,0.22302   ,0.045453  ,0.045084
0.37546   ,0.0061167 ,0         ,0         ,2.6365e-05,0.0011601 ,0.2917    ,0.23899   ,0.039983  ,0.046561
0.39085   ,0.0071957 ,0         ,0         ,2.6601e-05,0.00057193,0.34019   ,0.17448   ,0.032001  ,0.054679
0.34218   ,0.0080352 ,0         ,0         ,0         ,0.00066043,0.41546   ,0.14575   ,0.033865  ,0.054057
0.24665   ,0.010602  ,0         ,0         ,0         ,0.0001631 ,0.56917   ,0.12138   ,0.011888  ,0.040141
0.24141   ,0.01283   ,4.8356e-05,0         ,8.0593e-05,0.0019342 ,0.53332   ,0.15219   ,0.019907  ,0.038282
0.32784   ,0.0072213 ,0         ,0         ,5.7312e-05,0.0012609 ,0.51418   ,0.087573  ,0.014672  ,0.047187
0.17326   ,0.0091808 ,8.5602e-05,0         ,0.00034241,0.0056283 ,0.6103    ,0.13574   ,0.018875  ,0.046589
0.16978   ,0.0060757 ,0         ,0         ,0         ,0.0018987 ,0.69183   ,0.073035  ,0.022235  ,0.035146
0.24863   ,0.010041  ,0         ,0         ,0         ,0.00021191,0.56881   ,0.11565   ,0.016301  ,0.040344
0.24781   ,0.005076  ,0         ,0         ,0         ,7.6332e-05,0.58884   ,0.091922  ,0.032422  ,0.033853
0.18702   ,0.0027247 ,0         ,0         ,0         ,0.00068117,0.64321   ,0.094883  ,0.035461  ,0.036022
0.14241   ,0.008     ,0         ,0         ,0         ,0.00092593,0.63046   ,0.14063   ,0.034426  ,0.043148
0.17651   ,0.012239  ,0         ,0         ,0         ,0.0008285 ,0.61236   ,0.11688   ,0.038525  ,0.042668
0.1444    ,0.0052356 ,0         ,0         ,0         ,0         ,0.63981   ,0.13283   ,0.031126  ,0.046597
0.13126   ,0.0072164 ,0         ,0         ,0         ,0.00066255,0.62571   ,0.1704    ,0.031373  ,0.033378
0.10789   ,0.0074224 ,0         ,0         ,0         ,0.00076473,0.64885   ,0.16952   ,0.033558  ,0.031984
0.16393   ,0.0053954 ,0         ,0         ,0         ,0.001753  ,0.57423   ,0.19667   ,0.027931  ,0.030093
0.26508   ,0.0018199 ,0         ,0         ,0         ,0.00053427,0.48877   ,0.15893   ,0.035679  ,0.049186
0.18963   ,0.0043354 ,9.3907e-05,0         ,9.3907e-05,0.00062605,0.55839   ,0.16271   ,0.039394  ,0.044731
0.26984   ,0.007851  ,0         ,0         ,0         ,0.00037912,0.52856   ,0.12606   ,0.033916  ,0.033394
0.25287   ,0.0073265 ,0         ,0         ,0         ,0.0013783 ,0.46349   ,0.18904   ,0.045519  ,0.040369
0.35919   ,0.013408  ,0         ,0         ,0         ,5.8869e-05,0.38183   ,0.16032   ,0.031598  ,0.053601
0.37698   ,0.011828  ,0         ,0         ,0         ,0.00044681,0.37701   ,0.15115   ,0.030755  ,0.05183
0.32696   ,0.020596  ,0         ,0         ,0         ,5.0645e-05,0.33885   ,0.22444   ,0.038034  ,0.051067
0.24405   ,0.0096245 ,0         ,0         ,0         ,0.00039526,0.41364   ,0.23223   ,0.0533    ,0.046759
0.30031   ,0.017914  ,0         ,0         ,1.8041e-05,0.0016417 ,0.39037   ,0.20379   ,0.042684  ,0.04328
0.2525    ,0.010536  ,0         ,0         ,0         ,0.0038959 ,0.42843   ,0.21053   ,0.053852  ,0.040258
0.3414    ,0.010119  ,0         ,0         ,0         ,0.0006191 ,0.35133   ,0.21709   ,0.043294  ,0.036143
0.23851   ,0.0084901 ,0         ,0         ,0         ,0.0032132 ,0.39783   ,0.28022   ,0.039995  ,0.03174
0.27792   ,0.019704  ,0.00035047,7.7882e-05,0.00027259,0.0013045 ,0.36258   ,0.2302    ,0.032535  ,0.075058
0.32591   ,0.0067127 ,0         ,0         ,0         ,0.00017436,0.32306   ,0.23411   ,0.042368  ,0.067667
0.30759   ,0.0078323 ,1.4585e-05,0         ,5.8341e-05,0.00042297,0.36793   ,0.22165   ,0.036945  ,0.057554
0.31637   ,0.0025521 ,6.8055e-05,0         ,0.00040833,0.0017694 ,0.28467   ,0.25424   ,0.057098  ,0.082823
0.27664   ,0.017756  ,0         ,0         ,0         ,0.00053805,0.34181   ,0.26887   ,0.033494  ,0.060884
0.30095   ,0.0049487 ,0         ,0         ,0         ,3.0547e-05,0.3567    ,0.23318   ,0.044019  ,0.060163
0.32493   ,0.0048289 ,0         ,0         ,0.00010799,0.00035484,0.33842   ,0.23856   ,0.037166  ,0.055633
