-1.013     ,-1.0073   ,-1.1098    ,0.64836   ,0.65895   ,0.70332   ,1.7282    ,1.7335     ,1.6353     ,-0.089832 ,-0.024175  ,0.00077453,2.0563    ,2.1784     ,1.9568     ,2.6336     ,2.7528    ,2.9856    ,3.6582     ,3.8564     ,3.7471     ,-0.73312   ,-0.78454   ,-1.1144
-1.1766    ,-1.1757   ,-1.2559    ,0.58079   ,0.591     ,0.6221    ,1.4196    ,1.4104     ,1.2965     ,0.42474   ,0.50773    ,0.58808   ,1.5067    ,1.5154     ,1.3306     ,2.2132     ,2.2488    ,2.352     ,3.1555     ,3.3269     ,3.2714     ,0.40003    ,0.28903    ,-0.063689
-0.99923   ,-0.9865   ,-1.039     ,0.70328   ,0.69314   ,0.70383   ,0.74724   ,0.7303     ,0.6047     ,1.275     ,1.3465     ,1.4887    ,0.34044   ,0.32405    ,0.1029     ,1.9208     ,1.9335    ,1.9994    ,2.6669     ,2.738      ,2.6393     ,1.2654     ,1.367      ,1.2
0.2738     ,0.28547   ,0.26677    ,1.1671    ,1.171     ,1.1222    ,0.43404   ,0.41435    ,0.31826    ,1.4589    ,1.5014     ,1.5878    ,-0.17082  ,-0.19633   ,-0.45369   ,1.7885     ,1.7614    ,1.7714    ,2.4902     ,2.5658     ,2.4164     ,1.7983     ,1.8537     ,1.8757
0.62253    ,0.63888   ,0.61841    ,1.0644    ,1.0629    ,0.97818   ,0.37134   ,0.37534    ,0.28759    ,1.3656    ,1.4095     ,1.4128    ,0.095913  ,0.08868    ,-0.17816   ,2.1799     ,2.1723    ,2.2337    ,2.9991     ,3.1405     ,3.0075     ,1.1234     ,1.156      ,1.0745
0.99427    ,1.0029    ,0.99216    ,0.81889   ,0.82413   ,0.70493   ,0.59118   ,0.58422    ,0.51118    ,1.3624    ,1.4326     ,1.4277    ,0.32742   ,0.32578    ,0.09112    ,2.302      ,2.3293    ,2.3993    ,3.0938     ,3.2435     ,3.1491     ,0.86748    ,0.88258    ,0.72354
0.97583    ,0.98545   ,0.96941    ,0.81924   ,0.82413   ,0.6867    ,0.4131    ,0.39416    ,0.32282    ,1.4233    ,1.4545     ,1.4455    ,0.43214   ,0.43299    ,0.21145    ,2.3962     ,2.4195    ,2.5042    ,3.1237     ,3.2733     ,3.1931     ,0.74855    ,0.75416    ,0.57757
1.0962     ,1.105     ,1.0867     ,0.69708   ,0.7019    ,0.55736   ,0.42253   ,0.40988    ,0.33563    ,1.4542    ,1.4873     ,1.4774    ,0.51577   ,0.46448    ,0.28449    ,2.0598     ,2.0348    ,2.0832    ,2.8231     ,2.9691     ,2.9261     ,1.1179     ,1.0727     ,0.83975
1.1681     ,1.1782    ,1.1525     ,0.59532   ,0.60407   ,0.46812   ,0.17377   ,0.16623    ,0.099995   ,1.4379    ,1.4624     ,1.4306    ,0.26076   ,0.18408    ,0.0026595  ,1.9884     ,1.9799    ,2.0208    ,2.7338     ,2.8907     ,2.8325     ,1.0916     ,1.0578     ,0.83677
1.5101     ,1.5131    ,1.479      ,0.093476  ,0.09156   ,-0.049032 ,0.26484   ,0.25291    ,0.20003    ,1.4257    ,1.4582     ,1.4129    ,-0.010521 ,-0.056858  ,-0.23648   ,1.8786     ,1.8622    ,1.8781    ,2.4853     ,2.5789     ,2.5172     ,1.5054     ,1.5335     ,1.3716
1.3217     ,1.3306    ,1.2928     ,0.38864   ,0.39371   ,0.27219   ,-0.10887  ,-0.12014   ,-0.16975   ,1.3308    ,1.34       ,1.2796    ,-0.086436 ,-0.12252   ,-0.30158   ,1.692      ,1.6905    ,1.7314    ,1.8721     ,1.96       ,1.9184     ,1.7771     ,1.8059     ,1.642
1.8322     ,1.8383    ,1.7993     ,-0.72325  ,-0.71479  ,-0.85498  ,0.010142  ,0.0017533  ,-0.043896  ,1.3079    ,1.3137     ,1.253     ,-0.70775  ,-0.7543    ,-0.91826   ,1.3869     ,1.3882    ,1.3379    ,2.0049     ,2.0978     ,2.0007     ,2.2545     ,2.3024     ,2.2119
1.751      ,1.7573    ,1.7127     ,-0.46791  ,-0.48182  ,-0.62937  ,0.29252   ,0.29285    ,0.24669    ,1.348     ,1.3795     ,1.3054    ,-0.3192   ,-0.34636   ,-0.50107   ,1.7285     ,1.7447    ,1.7755    ,1.3467     ,1.4097     ,1.2917     ,2.7015     ,2.7825     ,2.6923
1.6887     ,1.6966    ,1.6669     ,-0.3282   ,-0.33391  ,-0.47694  ,0.60948   ,0.60431    ,0.56908    ,1.2733    ,1.2965     ,1.2085    ,-0.10331  ,-0.12366   ,-0.26644   ,1.8394     ,1.8404    ,1.8485    ,1.1691     ,1.2237     ,1.1359     ,2.687      ,2.7648     ,2.6708
1.6717     ,1.684     ,1.6538     ,-0.32017  ,-0.33155  ,-0.48448  ,0.4274    ,0.43032    ,0.39685    ,1.271     ,1.3055     ,1.2082    ,0.02309   ,0.0081436  ,-0.14509   ,1.8641     ,1.8686    ,1.9145    ,0.82376    ,0.85951    ,0.75377    ,2.6475     ,2.73       ,2.6338
